2945,thirty-one times ninety-five,31 * 95,7
2946,six cubed fourths squared plus thirty,(6 ³ / 4) ² + 30,7
2947,six times eight cubed minus five cubed,6 * 8 ³ - 5 ³,8
2948,fifty-six thousand twelve nineteenths,56012 / 19,8
2949,three thousand nine minus sixty,3009 - 60,8
2950,fifty times fifty-nine,50 * 59,6
2951,five thousand nine hundred two halves,5902 / 2,8
2952,six squared times eighty-two,6 ² * 82,6
2953,fifty-three squared plus twelve squared,53 ² + 12 ²,7
2954,five thousand nine hundred eight halves,5908 / 2,8
2955,five thousand nine hundred ten halves,5910 / 2,8
2956,six cubed fourths squared plus forty,(6 ³ / 4) ² + 40,7
2957,three thousand minus forty-three,3000 - 43,8
2958,fifty-one times fifty-eight,51 * 58,7
2959,three thousand nine minus fifty,3009 - 50,8
2960,fourteen cubed plus six cubed,14 ³ + 6 ³,6
2961,fifty-five squared minus four cubed,55 ² - 4 ³,8
2962,three thousand twelve minus fifty,3012 - 50,8
2963,eighty thousand one thirds ninths,80001 / 3 / 9,7
2964,three thousand minus six squared,3000 - 6 ²,7
2965,fifty-five squared minus sixty,55 ² - 60,8
2966,six cubed fourths squared plus fifty,(6 ³ / 4) ² + 50,7
2967,forty-three times sixty-nine,43 * 69,7
2968,fifty-three times fifty-six,53 * 56,7
2969,fourteen cubed plus fifteen squared,14 ³ + 15 ²,7
2970,thirty-three times ninety,33 * 90,6
2971,three thousand one minus thirty,3001 - 30,8
2972,six times eight cubed minus ten squared,6 * 8 ³ - 10 ²,8
2973,three thousand minus three cubed,3000 - 3 ³,7
2974,three thousand ten minus six squared,3010 - 6 ²,8
2975,three thousand minus five squared,3000 - 5 ²,7
2976,twelve squared thirds times sixty-two,12 ² / 3 * 62,7
2977,three thousand four minus three cubed,3004 - 3 ³,8
2978,twelve cubed plus ten squared squared eighths,12 ³ + (10 ²) ² / 8,7
2979,thirty cubed twelfths plus nine cubed,30 ³ / 12 + 9 ³,7
2980,three thousand minus twenty,3000 - 20,7
2981,three thousand minus nineteen,3000 - 19,7
2982,three thousand minus eighteen,3000 - 18,7
2983,three thousand ten minus three cubed,3010 - 3 ³,8
2984,three thousand minus four squared,3000 - 4 ²,7
2985,three thousand minus fifteen,3000 - 15,7
2986,three thousand minus fourteen,3000 - 14,7
2987,three thousand minus thirteen,3000 - 13,7
2988,three thousand minus twelve,3000 - 12,6
2989,three thousand one minus twelve,3001 - 12,7
2990,three thousand minus ten,3000 - 10,6
2991,three thousand minus nine,3000 - 9,6
2992,three thousand minus eight,3000 - 8,6
2993,three thousand five minus twelve,3005 - 12,7
2994,three thousand minus six,3000 - 6,6
2995,three thousand minus five,3000 - 5,6
2996,three thousand minus four,3000 - 4,6
2997,three thousand minus three,3000 - 3,6
2998,three thousand minus two,3000 - 2,6
2999,three thousand minus one,3000 - 1,6
3000,three thousand,3000,3
3001,three thousand one,3001,4
3002,three thousand two,3002,4
3003,three thousand three,3003,4
3004,three thousand four,3004,4
3005,three thousand five,3005,4
3006,three thousand six,3006,4
3007,three thousand seven,3007,5
3008,three thousand eight,3008,4
3009,three thousand nine,3009,4
3010,three thousand ten,3010,4
3011,three thousand ten plus one,3010 + 1,6
3012,three thousand twelve,3012,4
3013,three thousand thirteen,3013,5
3014,three thousand fourteen,3014,5
3015,three thousand fifteen,3015,5
3016,three thousand sixteen,3016,5
3017,three thousand twelve plus five,3012 + 5,6
3018,three thousand eighteen,3018,5
3019,three thousand nineteen,3019,5
3020,three thousand twenty,3020,5
3021,three thousand twelve plus nine,3012 + 9,6
3022,three thousand twelve plus ten,3012 + 10,6
3023,three thousand twenty-three,3023,6
3024,fourteen times six cubed,14 * 6 ³,5
3025,fifty-five squared,55 ²,4
3026,fifty-five squared plus one,55 ² + 1,6
3027,three times one thousand nine,3 * 1009,6
3028,fifty-five squared plus three,55 ² + 3,6
3029,fifty-five squared plus four,55 ² + 4,6
3030,three thousand thirty,3030,5
3031,fifty-five squared plus six,55 ² + 6,6
3032,three thousand thirty-two,3032,6
3033,fifty-five squared plus eight,55 ² + 8,6
3034,fifty-five squared plus nine,55 ² + 9,6
3035,fifty-five squared plus ten,55 ² + 10,6
3036,six times five hundred six,6 * 506,6
3037,fifty-five squared plus twelve,55 ² + 12,6
3038,three thousand thirty-eight,3038,6
3039,three thousand thirty-nine,3039,6
3040,three thousand forty,3040,5
3041,three thousand forty-one,3041,6
3042,seventy-eight squared halves,78 ² / 2,6
3043,three thousand forty-three,3043,6
3044,three thousand forty-four,3044,6
3045,six thousand ninety halves,6090 / 2,6
3046,three thousand forty-six,3046,6
3047,six thousand ninety-four halves,6094 / 2,7
3048,six times five hundred eight,6 * 508,6
3049,three thousand forty-nine,3049,6
3050,three thousand fifty,3050,5
3051,three thousand fifty-one,3051,6
3052,three thousand fifty-two,3052,6
3053,three thousand fifty-three,3053,6
3054,six times five hundred nine,6 * 509,6
3055,three thousand fifty-five,3055,6
3056,three thousand fifty-six,3056,6
3057,three times one thousand nineteen,3 * 1019,7
3058,three thousand fifty-eight,3058,6
3059,three thousand fifty-nine,3059,6
3060,three thousand sixty,3060,5
3061,three thousand sixty-one,3061,6
3062,three thousand sixty-two,3062,6
3063,three thousand sixty-three,3063,6
3064,three thousand plus four cubed,3000 + 4 ³,6
3065,three thousand sixty-five,3065,6
3066,three thousand sixty-six,3066,6
3067,six times eight cubed minus five,6 * 8 ³ - 5,7
3068,three thousand sixty-eight,3068,6
3069,three thousand sixty-nine,3069,6
3070,three thousand seventy,3070,6
3071,six times eight cubed minus one,6 * 8 ³ - 1,7
3072,six times eight cubed,6 * 8 ³,4
3073,six times eight cubed plus one,6 * 8 ³ + 1,6
3074,six times eight cubed plus two,6 * 8 ³ + 2,6
3075,six times eight cubed plus three,6 * 8 ³ + 3,6
3076,six times eight cubed plus four,6 * 8 ³ + 4,6
3077,six times eight cubed plus five,6 * 8 ³ + 5,6
3078,thirty-eight times nine squared,38 * 9 ²,6
3079,six times eight cubed plus seven,6 * 8 ³ + 7,7
3080,three thousand eighty,3080,5
3081,six times eight cubed plus nine,6 * 8 ³ + 9,6
3082,six times eight cubed plus ten,6 * 8 ³ + 10,6
3083,three thousand eighty-three,3083,6
3084,six times eight cubed plus twelve,6 * 8 ³ + 12,6
3085,three thousand eighty-five,3085,6
3086,three thousand eighty-six,3086,6
3087,twenty-one cubed thirds,21 ³ / 3,5
3088,three thousand eighty-eight,3088,6
3089,three thousand eighty-nine,3089,6
3090,three thousand ninety,3090,5
3091,three thousand ninety-one,3091,6
3092,three thousand ninety-two,3092,6
3093,three thousand ninety-three,3093,6
3094,three thousand ninety-four,3094,6
3095,three thousand ninety-five,3095,6
3096,six squared times eighty-six,6 ² * 86,6
3097,twenty-one cubed thirds plus ten,21 ³ / 3 + 10,7
3098,three thousand ninety-eight,3098,6
3099,three thousand ninety-nine,3099,6
3100,thirty-one times ten squared,31 * 10 ²,6
3101,thirty-one thousand ten tenths,31010 / 10,7
3102,thirty-three times ninety-four,33 * 94,7
3103,three thousand three plus ten squared,3003 + 10 ²,7
3104,three thousand four plus ten squared,3004 + 10 ²,7
3105,ninety halves times sixty-nine,90 / 2 * 69,7
3106,fifty-five squared plus nine squared,55 ² + 9 ²,7
3107,five to the fifth minus eighteen,5 ⁵ - 18,8
3108,six times five hundred eighteen,6 * 518,7
3109,three thousand nine plus ten squared,3009 + 10 ²,7
3110,three thousand ten plus ten squared,3010 + 10 ²,7
3111,fifty-one times sixty-one,51 * 61,7
3112,twenty-eight thousand eight ninths,28008 / 9,7
3113,five to the fifth minus twelve,5 ⁵ - 12,7
3114,six times five hundred nineteen,6 * 519,7
3115,five to the fifth minus ten,5 ⁵ - 10,7
3116,five to the fifth minus nine,5 ⁵ - 9,7
3117,five to the fifth minus eight,5 ⁵ - 8,7
3118,fifty-six squared minus eighteen,56 ² - 18,8
3119,five to the fifth minus six,5 ⁵ - 6,7
3120,fifty-two times sixty,52 * 60,6
3121,five to the fifth minus four,5 ⁵ - 4,7
3122,five to the fifth minus three,5 ⁵ - 3,7
3123,five to the fifth minus two,5 ⁵ - 2,7
3124,fifty-six squared minus twelve,56 ² - 12,7
3125,five to the fifth,5 ⁵,4
3126,five to the fifth plus one,5 ⁵ + 1,6
3127,five to the fifth plus two,5 ⁵ + 2,6
3128,five to the fifth plus three,5 ⁵ + 3,6
3129,five to the fifth plus four,5 ⁵ + 4,6
3130,five to the fifth plus five,5 ⁵ + 5,6
3131,five to the fifth plus six,5 ⁵ + 6,6
3132,fifty-six squared minus four,56 ² - 4,7
3133,five to the fifth plus eight,5 ⁵ + 8,6
3134,five to the fifth plus nine,5 ⁵ + 9,6
3135,five to the fifth plus ten,5 ⁵ + 10,6
3136,fifty-six squared,56 ²,4
3137,fifty-six squared plus one,56 ² + 1,6
3138,fifty-six squared plus two,56 ² + 2,6
3139,fifty-six squared plus three,56 ² + 3,6
3140,fifty-six squared plus four,56 ² + 4,6
3141,fifty-six squared plus five,56 ² + 5,6
3142,fifty-six squared plus six,56 ² + 6,6
3143,fifty-six squared plus seven,56 ² + 7,7
3144,fifty-six squared plus eight,56 ² + 8,6
3145,fifty-six squared plus nine,56 ² + 9,6
3146,fifty-six squared plus ten,56 ² + 10,6
3147,three thousand three plus twelve squared,3003 + 12 ²,7
3148,fifty-six squared plus twelve,56 ² + 12,6
3149,fifty-six squared plus thirteen,56 ² + 13,7
3150,thirty-five times ninety,35 * 90,6
3151,fifty-six squared plus fifteen,56 ² + 15,7
3152,fifty-six squared plus four squared,56 ² + 4 ²,7
3153,six times eight cubed plus nine squared,6 * 8 ³ + 9 ²,7
3154,thirty-eight times eighty-three,38 * 83,7
3155,fifty-six squared plus nineteen,56 ² + 19,7
3156,fifty-six squared plus twenty,56 ² + 20,7
3157,seven times nine hundred two halves,7 * 902 / 2,8
3158,sixty thousand two nineteenths,60002 / 19,7
3159,thirty-nine times nine squared,39 * 9 ²,6
3160,forty times seventy-nine,40 * 79,7
3161,fifty-six squared plus five squared,56 ² + 5 ²,7
3162,fifty-one times sixty-two,51 * 62,7
3163,fifty-six squared plus three cubed,56 ² + 3 ³,7
3164,eighty squared halves minus six squared,80 ² / 2 - 6 ²,8
3165,five to the fifth plus forty,5 ⁵ + 40,7
3166,fifty-six squared plus thirty,56 ² + 30,7
3167,nineteen thousand two sixths,19002 / 6,6
3168,nineteen thousand eight sixths,19008 / 6,6
3169,nineteen thousand fourteen sixths,19014 / 6,7
3170,nineteen thousand twenty halves thirds,19020 / 2 / 3,8
3171,nineteen thousand twenty-six sixths,19026 / 6,8
3172,fifty-two times sixty-one,52 * 61,7
3173,nineteen thousand thirty-eight sixths,19038 / 6,8
3174,six times twenty-three squared,6 * 23 ²,6
3175,five to the fifth plus fifty,5 ⁵ + 50,7
3176,fifty-six squared plus forty,56 ² + 40,7
3177,nineteen thousand sixty-two sixths,19062 / 6,8
3178,nineteen thousand sixty-eight sixths,19068 / 6,8
3179,fifteen cubed minus fourteen squared,15 ³ - 14 ²,8
3180,fifty-three times sixty,53 * 60,6
3181,nineteen thousand eighty-six sixths,19086 / 6,8
3182,nineteen thousand ninety-two sixths,19092 / 6,8
3183,nineteen thousand ninety-eight sixths,19098 / 6,8
3184,eighty squared halves minus four squared,80 ² / 2 - 4 ²,8
3185,seven squared times sixty-five,7 ² * 65,7
3186,six cubed fourths times fifty-nine,6 ³ / 4 * 59,7
3187,three cubed cubed ninths plus ten cubed,(3 ³) ³ / 9 + 10 ³,7
3188,eighty squared halves minus twelve,80 ² / 2 - 12,7
3189,five to the fifth plus four cubed,5 ⁵ + 4 ³,7
3190,eighty squared halves minus ten,80 ² / 2 - 10,7
3191,eighty squared halves minus nine,80 ² / 2 - 9,7
3192,eighty squared halves minus eight,80 ² / 2 - 8,7
3193,eighty squared halves minus seven,80 ² / 2 - 7,8
3194,eighty squared halves minus six,80 ² / 2 - 6,7
3195,eighty squared halves minus five,80 ² / 2 - 5,7
3196,eighty squared halves minus four,80 ² / 2 - 4,7
3197,thirteen cubed plus ten cubed,13 ³ + 10 ³,6
3198,eighty squared halves minus two,80 ² / 2 - 2,7
3199,eighty squared halves minus one,80 ² / 2 - 1,7
3200,eighty squared halves,80 ² / 2,4
3201,sixteen thousand five fifths,16005 / 5,6
3202,sixteen thousand ten fifths,16010 / 5,6
3203,eighty squared halves plus three,80 ² / 2 + 3,6
3204,six squared times eighty-nine,6 ² * 89,6
3205,eighty squared halves plus five,80 ² / 2 + 5,6
3206,eighty squared halves plus six,80 ² / 2 + 6,6
3207,eighty squared halves plus seven,80 ² / 2 + 7,7
3208,eight times four hundred one,8 * 401,6
3209,eighty squared halves plus nine,80 ² / 2 + 9,6
3210,eighty squared halves plus ten,80 ² / 2 + 10,6
3211,nineteen times thirteen squared,19 * 13 ²,6
3212,four times eight hundred three,4 * 803,6
3213,fifty-one times sixty-three,51 * 63,7
3214,eighty squared halves plus fourteen,80 ² / 2 + 14,7
3215,eighty squared halves plus fifteen,80 ² / 2 + 15,7
3216,eight times four hundred two,8 * 402,6
3217,fifty-six squared plus nine squared,56 ² + 9 ²,7
3218,eighty squared halves plus eighteen,80 ² / 2 + 18,7
3219,eighty squared halves plus nineteen,80 ² / 2 + 19,7
3220,four times eight hundred five,4 * 805,6
3221,three thousand five plus six cubed,3005 + 6 ³,7
3222,three thousand six plus six cubed,3006 + 6 ³,7
3223,twenty-nine thousand seven ninths,29007 / 9,8
3224,eight times four hundred three,8 * 403,6
3225,eighty squared halves plus five squared,80 ² / 2 + 5 ²,7
3226,fifty-six squared plus ninety,56 ² + 90,7
3227,eighty squared halves plus three cubed,80 ² / 2 + 3 ³,7
3228,four times eight hundred seven,4 * 807,7
3229,fifty squared plus nine cubed,50 ² + 9 ³,6
3230,thirty-eight times eighty-five,38 * 85,7
3231,fifteen cubed minus twelve squared,15 ³ - 12 ²,7
3232,eight times four hundred four,8 * 404,6
3233,fifty-three times sixty-one,53 * 61,7
3234,seven squared times sixty-six,7 ² * 66,7
3235,forty times nine squared minus five,40 * 9 ² - 5,8
3236,four times eight hundred nine,4 * 809,6
3237,thirty-nine times eighty-three,39 * 83,7
3238,thirteen thousand fourths minus twelve,13000 / 4 - 12,8
3239,fifty-seven squared minus ten,57 ² - 10,8
3240,forty times nine squared,40 * 9 ²,5
3241,forty times nine squared plus one,40 * 9 ² + 1,7
3242,forty times nine squared plus two,40 * 9 ² + 2,7
3243,forty times nine squared plus three,40 * 9 ² + 3,7
3244,forty times nine squared plus four,40 * 9 ² + 4,7
3245,fifty-five times fifty-nine,55 * 59,7
3246,forty times nine squared plus six,40 * 9 ² + 6,7
3247,thirteen thousand fourths minus three,13000 / 4 - 3,8
3248,eight times four hundred six,8 * 406,6
3249,fifty-seven squared,57 ²,5
3250,thirteen thousand fourths,13000 / 4,5
3251,thirteen thousand four fourths,13004 / 4,6
3252,thirteen thousand eight fourths,13008 / 4,6
3253,thirteen thousand twelve fourths,13012 / 4,6
3254,thirteen thousand sixteen fourths,13016 / 4,7
3255,thirty-five times ninety-three,35 * 93,7
3256,fourteen cubed plus eight cubed,14 ³ + 8 ³,6
3257,fifty-seven squared plus eight,57 ² + 8,7
3258,thirteen thousand fourths plus eight,13000 / 4 + 8,7
3259,thirteen thousand fourths plus nine,13000 / 4 + 9,7
3260,four times eight hundred fifteen,4 * 815,7
3261,fifty-seven squared plus twelve,57 ² + 12,7
3262,thirteen thousand fourths plus twelve,13000 / 4 + 12,7
3263,thirteen thousand fifty-two fourths,13052 / 4,8
3264,fifty-one times four cubed,51 * 4 ³,6
3265,thirteen thousand sixty halves halves,13060 / 2 / 2,8
3266,thirteen thousand sixty-four fourths,13064 / 4,8
3267,ninety-nine squared thirds,99 ² / 3,5
3268,thirty-eight times eighty-six,38 * 86,7
3269,ninety-nine squared thirds plus two,99 ² / 3 + 2,7
3270,thirty times one hundred nine,30 * 109,7
3271,four thousand minus nine cubed,4000 - 9 ³,7
3272,eight times four hundred nine,8 * 409,6
3273,ninety-nine squared thirds plus six,99 ² / 3 + 6,7
3274,thirteen thousand ninety-six fourths,13096 / 4,8
3275,fifteen cubed minus ten squared,15 ³ - 10 ²,7
3276,six squared times ninety-one,6 ² * 91,6
3277,ninety-nine squared thirds plus ten,99 ² / 3 + 10,7
3278,fifty-nine thousand four halves ninths,59004 / 2 / 9,8
3279,ninety-nine squared thirds plus twelve,99 ² / 3 + 12,7
3280,forty-one times eighty,41 * 80,6
3281,eighty squared halves plus nine squared,80 ² / 2 + 9 ²,7
3282,five thousand ten minus twelve cubed,5010 - 12 ³,8
3283,four thousand twelve minus nine cubed,4012 - 9 ³,8
3284,five thousand twelve minus twelve cubed,5012 - 12 ³,8
3285,fifteen cubed minus ninety,15 ³ - 90,7
3286,fifty-three times sixty-two,53 * 62,7
3287,twenty-three thousand nine sevenths,23009 / 7,8
3288,six times eight cubed plus six cubed,6 * 8 ³ + 6 ³,7
3289,five times eight cubed plus nine cubed,5 * 8 ³ + 9 ³,7
3290,thirty-five times ninety-four,35 * 94,7
3291,fifteen cubed minus eighty-four,15 ³ - 84,8
3292,fifteen cubed minus eighty-three,15 ³ - 83,8
3293,fifteen cubed minus eighty-two,15 ³ - 82,8
3294,fifteen cubed minus nine squared,15 ³ - 9 ²,7
3295,fifteen cubed minus eighty,15 ³ - 80,7
3296,eight times four hundred twelve,8 * 412,6
3297,three times one thousand ninety-nine,3 * 1099,8
3298,thirty-four times ninety-seven,34 * 97,8
3299,eight times four hundred twelve plus three,8 * 412 + 3,8
3300,fifty-five times sixty,55 * 60,6
3301,thirty-three thousand ten tenths,33010 / 10,7
3302,three thousand three hundred two,3302,7
3303,three thousand three hundred three,3303,7
3304,fifty-six times fifty-nine,56 * 59,7
3305,three thousand three hundred five,3305,7
3306,three thousand three hundred six,3306,7
3307,fifteen cubed minus sixty-eight,15 ³ - 68,8
3308,three thousand three hundred eight,3308,7
3309,three thousand three hundred nine,3309,7
3310,three thousand three hundred ten,3310,7
3311,fifteen cubed minus four cubed,15 ³ - 4 ³,7
3312,twenty-three times twelve squared,23 * 12 ²,6
3313,fifty-three thousand eight halves eighths,53008 / 2 / 8,8
3314,fifty-eight squared minus fifty,58 ² - 50,8
3315,fifteen cubed minus sixty,15 ³ - 60,7
3316,sixty-three thousand four nineteenths,63004 / 19,8
3317,fifteen cubed minus fifty-eight,15 ³ - 58,8
3318,forty-two times seventy-nine,42 * 79,8
3319,fifteen cubed minus fifty-six,15 ³ - 56,8
3320,forty times eighty-three,40 * 83,6
3321,forty-one times nine squared,41 * 9 ²,6
3322,ten thousand two thirds minus twelve,10002 / 3 - 12,8
3323,ten thousand five thirds minus twelve,10005 / 3 - 12,8
3324,three thousand plus eighteen squared,3000 + 18 ²,7
3325,fifteen cubed minus fifty,15 ³ - 50,7
3326,ten thousand eight thirds minus ten,10008 / 3 - 10,8
3327,ten thousand eight thirds minus nine,10008 / 3 - 9,8
3328,fifty-two times four cubed,52 * 4 ³,6
3329,ten thousand five thirds minus six,10005 / 3 - 6,8
3330,thirty-seven times ninety,37 * 90,7
3331,ten thousand eight thirds minus five,10008 / 3 - 5,8
3332,seven squared times sixty-eight,7 ² * 68,7
3333,ten thousand eight thirds minus three,10008 / 3 - 3,8
3334,ten thousand two thirds,10002 / 3,5
3335,ten thousand five thirds,10005 / 3,5
3336,ten thousand eight thirds,10008 / 3,5
3337,ten thousand eleven thirds,10011 / 3,7
3338,ten thousand fourteen thirds,10014 / 3,6
3339,ten thousand seventeen thirds,10017 / 3,7
3340,ten times four thousand eight twelfths,10 * 4008 / 12,7
3341,ten thousand twenty-three thirds,10023 / 3,7
3342,ten thousand twenty-six thirds,10026 / 3,7
3343,ten thousand twenty-nine thirds,10029 / 3,7
3344,ten thousand thirty-two thirds,10032 / 3,7
3345,ten thousand thirty-five thirds,10035 / 3,7
3346,ten thousand thirty-eight thirds,10038 / 3,7
3347,ten thousand forty-one thirds,10041 / 3,7
3348,six squared times ninety-three,6 ² * 93,6
3349,twenty thousand ninety-four sixths,20094 / 6,8
3350,fifteen cubed minus five squared,15 ³ - 5 ²,7
3351,ten thousand fifty-three thirds,10053 / 3,7
3352,ten thousand fifty-six thirds,10056 / 3,7
3353,ten thousand fifty-nine thirds,10059 / 3,7
3354,ten thousand sixty-two thirds,10062 / 3,7
3355,ten thousand sixty-five thirds,10065 / 3,7
3356,ten thousand sixty-eight thirds,10068 / 3,7
3357,fifteen cubed minus eighteen,15 ³ - 18,7
3358,fifty-eight squared minus six,58 ² - 6,7
3359,fifty-eight squared minus five,58 ² - 5,7
3360,fifty-six times sixty,56 * 60,6
3361,ten thousand eighty-three thirds,10083 / 3,7
3362,eighty-two squared halves,82 ² / 2,5
3363,fifteen cubed minus twelve,15 ³ - 12,6
3364,fifty-eight squared,58 ²,4
3365,fifteen cubed minus ten,15 ³ - 10,6
3366,fifteen cubed minus nine,15 ³ - 9,6
3367,fifteen cubed minus eight,15 ³ - 8,6
3368,fifty-eight squared plus four,58 ² + 4,6
3369,fifteen cubed minus six,15 ³ - 6,6
3370,fifteen cubed minus five,15 ³ - 5,6
3371,fifteen cubed minus four,15 ³ - 4,6
3372,fifteen cubed minus three,15 ³ - 3,6
3373,fifteen cubed minus two,15 ³ - 2,6
3374,fifteen cubed minus one,15 ³ - 1,6
3375,fifteen cubed,15 ³,3
3376,fifteen cubed plus one,15 ³ + 1,5
3377,fifteen cubed plus two,15 ³ + 2,5
3378,fifteen cubed plus three,15 ³ + 3,5
3379,fifteen cubed plus four,15 ³ + 4,5
3380,fifteen cubed plus five,15 ³ + 5,5
3381,fifteen cubed plus six,15 ³ + 6,5
3382,fifteen cubed plus seven,15 ³ + 7,6
3383,fifteen cubed plus eight,15 ³ + 8,5
3384,fifteen cubed plus nine,15 ³ + 9,5
3385,fifteen cubed plus ten,15 ³ + 10,5
3386,fifteen cubed plus ten plus one,15 ³ + 10 + 1,7
3387,fifteen cubed plus twelve,15 ³ + 12,5
3388,fifteen cubed plus thirteen,15 ³ + 13,6
3389,fifteen cubed plus fourteen,15 ³ + 14,6
3390,fifteen cubed plus fifteen,15 ³ + 15,6
3391,fifteen cubed plus four squared,15 ³ + 4 ²,6
3392,fifty-three times four cubed,53 * 4 ³,6
3393,fifteen cubed plus eighteen,15 ³ + 18,6
3394,fifteen cubed plus nineteen,15 ³ + 19,6
3395,fifteen cubed plus twenty,15 ³ + 20,6
3396,fifteen cubed plus twelve plus nine,15 ³ + 12 + 9,7
3397,fifteen cubed plus twelve plus ten,15 ³ + 12 + 10,7
3398,fifteen cubed plus twenty-three,15 ³ + 23,7
3399,fifteen cubed plus twelve plus twelve,15 ³ + 12 + 12,7
3400,seventeen thousand fifths,17000 / 5,6
3401,thirty-four thousand ten tenths,34010 / 10,7
3402,forty-two times nine squared,42 * 9 ²,6
3403,forty-one times eighty-three,41 * 83,7
3404,fifty-eight squared plus forty,58 ² + 40,7
3405,fifteen cubed plus thirty,15 ³ + 30,6
3406,fifteen cubed plus thirty-one,15 ³ + 31,7
3407,fifteen cubed plus four cubed halves,15 ³ + 4 ³ / 2,7
3408,fifteen cubed plus thirty-three,15 ³ + 33,7
3409,fifteen cubed plus thirty-four,15 ³ + 34,7
3410,fifty-five times sixty-two,55 * 62,7
3411,fifteen cubed plus six squared,15 ³ + 6 ²,6
3412,three thousand four hundred twelve,3412,7
3413,fifteen cubed plus thirty-eight,15 ³ + 38,7
3414,fifty-eight squared plus fifty,58 ² + 50,7
3415,fifteen cubed plus forty,15 ³ + 40,6
3416,fifty-six times sixty-one,56 * 61,7
3417,forty-one thousand four twelfths,41004 / 12,7
3418,fifteen cubed plus forty-three,15 ³ + 43,7
3419,fifteen cubed plus forty-four,15 ³ + 44,7
3420,thirty-eight times ninety,38 * 90,6
3421,fifteen cubed plus forty-six,15 ³ + 46,7
3422,fifty-eight times fifty-nine,58 * 59,7
3423,fifteen cubed plus twelve squared thirds,15 ³ + 12 ² / 3,7
3424,fifty-eight squared plus sixty,58 ² + 60,7
3425,fifteen cubed plus fifty,15 ³ + 50,6
3426,fifteen cubed plus fifty-one,15 ³ + 51,7
3427,fifteen cubed plus fifty-two,15 ³ + 52,7
3428,fifty-eight squared plus four cubed,58 ² + 4 ³,7
3429,thirty cubed tenths plus nine cubed,30 ³ / 10 + 9 ³,7
3430,ten times seven cubed,10 * 7 ³,5
3431,ten times seven cubed plus one,10 * 7 ³ + 1,7
3432,fifty-two times sixty-six,52 * 66,7
3433,ten times seven cubed plus three,10 * 7 ³ + 3,7
3434,ten times seven cubed plus four,10 * 7 ³ + 4,7
3435,fifteen cubed plus sixty,15 ³ + 60,6
3436,ten times seven cubed plus six,10 * 7 ³ + 6,7
3437,fifteen cubed plus sixty-two,15 ³ + 62,7
3438,ten times seven cubed plus eight,10 * 7 ³ + 8,7
3439,fifteen cubed plus four cubed,15 ³ + 4 ³,6
3440,forty-three times eighty,43 * 80,6
3441,fifteen cubed plus sixty-six,15 ³ + 66,7
3442,ten times seven cubed plus twelve,10 * 7 ³ + 12,7
3443,fifteen cubed plus sixty-eight,15 ³ + 68,7
3444,twelve squared squared sixths minus twelve,(12 ²) ² / 6 - 12,7
3445,thirty-one thousand five ninths,31005 / 9,7
3446,twelve squared squared sixths minus ten,(12 ²) ² / 6 - 10,7
3447,twelve squared squared sixths minus nine,(12 ²) ² / 6 - 9,7
3448,twelve squared squared sixths minus eight,(12 ²) ² / 6 - 8,7
3449,twelve squared squared sixths minus seven,(12 ²) ² / 6 - 7,8
3450,fifty times sixty-nine,50 * 69,6
3451,twelve squared squared sixths minus five,(12 ²) ² / 6 - 5,7
3452,twelve squared squared sixths minus four,(12 ²) ² / 6 - 4,7
3453,twelve squared squared sixths minus three,(12 ²) ² / 6 - 3,7
3454,twelve squared squared sixths minus two,(12 ²) ² / 6 - 2,7
3455,fifteen cubed plus eighty,15 ³ + 80,6
3456,twelve squared squared sixths,(12 ²) ² / 6,4
3457,twelve squared squared sixths plus one,(12 ²) ² / 6 + 1,6
3458,twelve squared squared sixths plus two,(12 ²) ² / 6 + 2,6
3459,twelve squared squared sixths plus three,(12 ²) ² / 6 + 3,6
3460,twelve squared squared sixths plus four,(12 ²) ² / 6 + 4,6
3461,twelve squared squared sixths plus five,(12 ²) ² / 6 + 5,6
3462,twelve squared squared sixths plus six,(12 ²) ² / 6 + 6,6
3463,twelve squared squared sixths plus seven,(12 ²) ² / 6 + 7,7
3464,twelve squared squared sixths plus eight,(12 ²) ² / 6 + 8,6
3465,twelve squared squared sixths plus nine,(12 ²) ² / 6 + 9,6
3466,twelve squared squared sixths plus ten,(12 ²) ² / 6 + 10,6
3467,fifteen cubed plus ninety-two,15 ³ + 92,7
3468,two hundred four squared twelfths,204 ² / 12,6
3469,fifty-nine squared minus twelve,59 ² - 12,7
3470,twelve squared squared sixths plus fourteen,(12 ²) ² / 6 + 14,7
3471,fifty-nine squared minus ten,59 ² - 10,7
3472,fifty-nine squared minus nine,59 ² - 9,7
3473,fourteen cubed plus nine cubed,14 ³ + 9 ³,6
3474,twelve squared squared sixths plus eighteen,(12 ²) ² / 6 + 18,7
3475,fifteen cubed plus ten squared,15 ³ + 10 ²,6
3476,fifty-nine squared minus five,59 ² - 5,7
3477,fifty-nine squared minus four,59 ² - 4,7
3478,fifty-nine squared minus three,59 ² - 3,7
3479,fifty-nine squared minus two,59 ² - 2,7
3480,fifty-eight times sixty,58 * 60,6
3481,fifty-nine squared,59 ²,4
3482,fifty-nine squared plus one,59 ² + 1,6
3483,forty-three times nine squared,43 * 9 ²,6
3484,fifty-nine squared plus three,59 ² + 3,6
3485,fifty-nine squared plus four,59 ² + 4,6
3486,fifty-nine squared plus five,59 ² + 5,6
3487,fifty-nine squared plus six,59 ² + 6,6
3488,four thousand minus eight cubed,4000 - 8 ³,7
